genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.1	N644_0001	VBILacPla304995_0001	U2WQL8	1	627	+	627		Arabinose-proton symporter	FIG00002070	PLF_1578_00003254	PGF_00063352			
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.2	N644_0002	VBILacPla304995_0002	U2W8C6	644	2245	+	1602		Ribulokinase (EC 2.7.1.16)	FIG00002300	PLF_1578_00003318	PGF_00048964	GO:0008741|ribulokinase activity	2.7.1.16|Ribulokinase	00040|Pentose and glucuronate interconversions
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.3	N644_0003	VBILacPla304995_0003	U2WQH7	2263	2991	+	729		L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	FIG00000986	PLF_1578_00000180	PGF_00016218	GO:0008742|L-ribulose-phosphate 4-epimerase activity	5.1.3.4|L-ribulose-5-phosphate 4-epimerase	00040|Pentose and glucuronate interconversions;00053|Ascorbate and aldarate metabolism
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.4	N644_0004	VBILacPla304995_0004	U2XT71	3044	4468	+	1425		L-arabinose isomerase (EC 5.3.1.4)	FIG00002117	PLF_1578_00002751	PGF_00016028	GO:0008733|L-arabinose isomerase activity	5.3.1.4|L-arabinose isomerase	00040|Pentose and glucuronate interconversions
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.5	N644_0005	VBILacPla304995_0005	U2XL35	4543	5103	+	561		Maltose O-acetyltransferase (EC 2.3.1.79)	FIG00001636	PLF_1578_00004316	PGF_00019073	GO:0008925|maltose O-acetyltransferase activity	2.3.1.79|Maltose O-acetyltransferase	
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.6	N644_0006	VBILacPla304995_0006	U2WQM2	5185	5583	+	399		FIG00747871: hypothetical protein	FIG00747870	PLF_1578_00011592	PGF_02007869			
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.7	N644_0007	VBILacPla304995_0007	U2W8D1	5666	8056	-	2391		Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9) @ Fructose-6-phosphate phosphoketolase (EC 4.1.2.22)	FIG00137542	PLF_1578_00000123	PGF_00067129	GO:0050193|phosphoketolase activity;GO:0047905|fructose-6-phosphate phosphoketolase activity	4.1.2.9|Phosphoketolase;4.1.2.22|Fructose-6-phosphate phosphoketolase	00030|Pentose phosphate pathway;00680|Methane metabolism;00710|Carbon fixation in photosynthetic organisms
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.8	N644_0008	VBILacPla304995_0008	U2WQI2	8225	8992	-	768		transcription regulator	FIG00627336	PLF_1578_00003393	PGF_00073921			
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.9	N644_0009	VBILacPla304995_0009	U2XT72	9318	9788	+	471		PTS system, galactitol-specific IIA component (EC 2.7.1.69)	FIG00001331	PLF_1578_00008510	PGF_00310597	GO:0008982|protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	2.7.1.69|Protein-N(pi)-phosphohistidine--sugar phosphotransferase	00010|Glycolysis / Gluconeogenesis;00051|Fructose and mannose metabolism;00052|Galactose metabolism;00053|Ascorbate and aldarate metabolism;00500|Starch and sucrose metabolism;00520|Amino sugar and nucleotide sugar metabolism
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.10	N644_0010	VBILacPla304995_0010	U2XL39	9823	10119	+	297		PTS system, galactitol-specific IIB component (EC 2.7.1.69)	FIG00001457	PLF_1578_00006365	PGF_00029672	GO:0008982|protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	2.7.1.69|Protein-N(pi)-phosphohistidine--sugar phosphotransferase	00010|Glycolysis / Gluconeogenesis;00051|Fructose and mannose metabolism;00052|Galactose metabolism;00053|Ascorbate and aldarate metabolism;00500|Starch and sucrose metabolism;00520|Amino sugar and nucleotide sugar metabolism
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.11	N644_0011	VBILacPla304995_0011	U2WQM7	10153	11424	+	1272		PTS system, galactitol-specific IIC component (EC 2.7.1.69)	FIG00001307	PLF_1578_00007970	PGF_00029676	GO:0008982|protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	2.7.1.69|Protein-N(pi)-phosphohistidine--sugar phosphotransferase	00010|Glycolysis / Gluconeogenesis;00051|Fructose and mannose metabolism;00052|Galactose metabolism;00053|Ascorbate and aldarate metabolism;00500|Starch and sucrose metabolism;00520|Amino sugar and nucleotide sugar metabolism
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.12	N644_0012	VBILacPla304995_0012	U2W8D6	11454	12563	+	1110		Galactitol-1-phosphate 5-dehydrogenase (EC 1.1.1.251)	FIG00001572	PLF_1578_00006312	PGF_00007078	GO:0008868|galactitol-1-phosphate 5-dehydrogenase activity	1.1.1.251|Galactitol-1-phosphate 5-dehydrogenase	00052|Galactose metabolism
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.13	N644_0013	VBILacPla304995_0013	U2WQI6	12670	12975	+	306		predicted phosphatases	FIG01619463	PLF_1578_00011009	PGF_00275280			
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.14	N644_0014	VBILacPla304995_0014	U2XT75	13091	14113	-	1023		Mobile element protein		PLF_1578_00000005	PGF_00022162			
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.15	N644_0015	VBILacPla304995_0015	U2XL42	14784	15428	-	645		4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	FIG00000591	PLF_1578_00002324	PGF_00423615	GO:0008700|4-hydroxy-2-oxoglutarate aldolase activity;GO:0008675|2-dehydro-3-deoxy-phosphogluconate aldolase activity	4.1.3.16|4-hydroxy-2-oxoglutarate aldolase;4.1.2.14|2-dehydro-3-deoxy-phosphogluconate aldolase	00330|Arginine and proline metabolism;00630|Glyoxylate and dicarboxylate metabolism;00030|Pentose phosphate pathway;00040|Pentose and glucuronate interconversions
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.16	N644_0016	VBILacPla304995_0016	U2WQN2	15498	16313	-	816		2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125)	FIG00043852	PLF_1578_00001892	PGF_00061913		1.1.1.125|2-deoxy-D-gluconate 3-dehydrogenase	00040|Pentose and glucuronate interconversions
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.17	N644_0017	VBILacPla304995_0017	U2W8E0	16608	17369	+	762		Transcriptional regulator, IclR family	FIG00022569	PLF_1578_00021855	PGF_00059332	GO:0003677|DNA binding		
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.18	N644_0018	VBILacPla304995_0018	U2WQJ0	17468	18496	-	1029		2-keto-3-deoxygluconate permease (KDG permease)	FIG00006715	PLF_1578_00033014	PGF_00071934			
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.19	N644_0019	VBILacPla304995_0019	U2XT79	18565	19410	-	846		4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)	FIG00003227	PLF_1578_00000754	PGF_00423470		5.3.1.17|5-dehydro-4-deoxy-D-glucuronate isomerase	00040|Pentose and glucuronate interconversions
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.20	N644_0020	VBILacPla304995_0020	U2XL47	19684	20679	+	996		hypothetical protein	FIG00638284	PLF_1578_00049808	PGF_00082465			
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.21	N644_0021	VBILacPla304995_0021	U2WQN5	20791	21750	+	960		2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	FIG00133209	PLF_1578_00033007	PGF_00056900	GO:0008673|2-dehydro-3-deoxygluconokinase activity	2.7.1.45|2-dehydro-3-deoxygluconokinase	00030|Pentose phosphate pathway;00040|Pentose and glucuronate interconversions
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.22	N644_0022	VBILacPla304995_0022	U2W8E4	21931	22635	+	705		Transcriptional regulator, GntR family	FIG00621925	PLF_1578_00034557	PGF_00059269	GO:0003677|DNA binding;GO:0003700|transcription factor activity;GO:0005622|intracellular;GO:0006813|potassium ion transport;GO:0008324|cation transmembrane transporter activity;GO:0009058|biosynthetic process;GO:0030528|transcription regulator activity;GO:0045449|regulation of transcription		
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.23	N644_0023	VBILacPla304995_0023	U2WQJ5	22648	23433	+	786		PTS system, hyaluronate-oligosaccharide-specific IIC component (EC 2.7.1.69)	FIG00135165	PLF_1578_00034119	PGF_00029738	GO:0008982|protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	2.7.1.69|Protein-N(pi)-phosphohistidine--sugar phosphotransferase	00010|Glycolysis / Gluconeogenesis;00051|Fructose and mannose metabolism;00052|Galactose metabolism;00053|Ascorbate and aldarate metabolism;00500|Starch and sucrose metabolism;00520|Amino sugar and nucleotide sugar metabolism
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.24	N644_0024	VBILacPla304995_0024	U2XT81	23426	24223	+	798		PTS system, hyaluronate-oligosaccharide-specific IID component (EC 2.7.1.69)	FIG01752398	PLF_1578_00034120	PGF_00029741	GO:0008982|protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	2.7.1.69|Protein-N(pi)-phosphohistidine--sugar phosphotransferase	00010|Glycolysis / Gluconeogenesis;00051|Fructose and mannose metabolism;00052|Galactose metabolism;00053|Ascorbate and aldarate metabolism;00500|Starch and sucrose metabolism;00520|Amino sugar and nucleotide sugar metabolism
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.25	N644_0025	VBILacPla304995_0025	U2XL51	24243	24722	+	480		PTS system, hyaluronate-oligosaccharide-specific IIB component (EC 2.7.1.69)	FIG00002212	PLF_1578_00049809	PGF_00029736	GO:0008982|protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	2.7.1.69|Protein-N(pi)-phosphohistidine--sugar phosphotransferase	00010|Glycolysis / Gluconeogenesis;00051|Fructose and mannose metabolism;00052|Galactose metabolism;00053|Ascorbate and aldarate metabolism;00500|Starch and sucrose metabolism;00520|Amino sugar and nucleotide sugar metabolism
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.26	N644_0026	VBILacPla304995_0026	U2WQP0	24979	25962	+	984		Unsaturated glucuronyl hydrolase (EC 3.2.1.-)	FIG00006534	PLF_1578_00034675	PGF_00066091		3.2.1.-|Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.	00053|Ascorbate and aldarate metabolism;00130|Ubiquinone and other terpenoid-quinone biosynthesis;00531|Glycosaminoglycan degradation
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.27	N644_0027	VBILacPla304995_0027	U2W8E7	25969	27735	+	1767		Beta-galactosidase (EC 3.2.1.23)		PLF_1578_00033279	PGF_00401633	GO:0004565|beta-galactosidase activity	3.2.1.23|Beta-galactosidase	00052|Galactose metabolism;00531|Glycosaminoglycan degradation;00600|Sphingolipid metabolism;00604|Glycosphingolipid biosynthesis - ganglio series
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.28	N644_0028	VBILacPla304995_0028	U2WQJ9	27728	28132	+	405		hypothetical protein		PLF_1578_00036515	PGF_02020682			
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.29	N644_0029	VBILacPla304995_0029	U2XT85	28825	29817	-	993		hypothetical protein	FIG00638284	PLF_1578_00041291	PGF_02024797			
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.30	N644_0030	VBILacPla304995_0030	U2XL54	29992	31119	-	1128		Unsaturated glucuronyl hydrolase (EC 3.2.1.-)		PLF_1578_00034674	PGF_00066091	GO:0008933|lytic transglycosylase activity;GO:0008933|mannosidase activity;GO:0008933|mannosyl-oligosaccharide mannosidase activity;GO:0008933|galactosidase activity;GO:0008933|glucosidase activity;GO:0008933|trehalase activity;GO:0008933|fucosidase activity;GO:0008933|hexosaminidase activity;GO:0008933|amylase activity;GO:0008933|dextrin alpha-glucosidase activity;GO:0008933|starch alpha-glucosidase activity;GO:0008933|beta-glucanase activity;GO:0008933|beta-6-sulfate-N-acetylglucosaminidase activity;GO:0008933|glucan endo-1,4-beta-glucosidase activity	3.2.1.-|Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds	00053|Ascorbate and aldarate metabolism;00130|Ubiquinone and other terpenoid-quinone biosynthesis;00531|Glycosaminoglycan degradation
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.31	N644_0031	VBILacPla304995_0031	U2WQP4	31139	32995	-	1857		hypothetical protein		PLF_1578_00036516	PGF_00251055			
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.32	N644_0032	VBILacPla304995_0032	U2W8F1	33054	34340	-	1287		hypothetical protein	FIG00750458	PLF_1578_00004591	PGF_00386747			
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.33	N644_0033	VBILacPla304995_0033	U2WQK2	34851	35933	-	1083		Mannonate dehydratase (EC 4.2.1.8)	FIG00060024	PLF_1578_00003207	PGF_00019272	GO:0008927|mannonate dehydratase activity	4.2.1.8|Mannonate dehydratase	00040|Pentose and glucuronate interconversions
1358413.3	Lactobacillus plantarum AY01	AVAI01000001	PATRIC	CDS	fig|1358413.3.peg.34	N644_0034	VBILacPla304995_0034	U2XT89	35965	37581	-	1617		D-mannonate oxidoreductase (EC 1.1.1.57)	FIG00001516	PLF_1578_00004934	PGF_00421003	GO:0008866|fructuronate reductase activity	1.1.1.57|Fructuronate reductase	00040|Pentose and glucuronate interconversions
