genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.1	HH0001	VBIHelHep90276_0001	Q7VK91	141	2423	+	2283		hypothetical protein	FIG00638284	PLF_209_00010092	PGF_00104186			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.2	HH0002	VBIHelHep90276_0002	Q7VK90	2484	3989	+	1506	trpC	Indole-3-glycerol phosphate synthase (EC 4.1.1.48) / Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	FIG00023726	PLF_209_00003791	PGF_00014052	GO:0004425|indole-3-glycerol-phosphate synthase activity;GO:0004640|phosphoribosylanthranilate isomerase activity	4.1.1.48|Indole-3-glycerol-phosphate synthase;5.3.1.24|Phosphoribosylanthranilate isomerase	00400|Phenylalanine, tyrosine and tryptophan biosynthesis;00400|Phenylalanine, tyrosine and tryptophan biosynthesis
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.3	HH0003	VBIHelHep90276_0003	Q7VK89	3986	5032	+	1047		hypothetical protein	FIG00711975	PLF_209_00002314	PGF_00351033			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.4	HH0004	VBIHelHep90276_0004	Q7VK88	5053	5607	-	555		putative iron-binding protein	FIG00003230	PLF_209_00004863	PGF_01886345			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.5	HH0005	VBIHelHep90276_0005	Q7VK87	5633	6196	-	564		hypothetical protein	FIG00003230	PLF_209_00012734	PGF_01869232			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.6	HH0006	VBIHelHep90276_0006	Q7VK86	6282	6905	-	624	rnhB	Ribonuclease HII (EC 3.1.26.4)	FIG00000126	PLF_209_00005315	PGF_00048556	GO:0004523|ribonuclease H activity	3.1.26.4|Ribonuclease H	
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.7	HH0007	VBIHelHep90276_0007	Q7VK85	7073	7681	-	609	hopZ	hypothetical protein	FIG00638284	PLF_209_00002344	PGF_01879176			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.8	HH0008	VBIHelHep90276_0008	Q7VK84	7845	8888	-	1044	obgE	GTP-binding protein Obg		PLF_209_00000365	PGF_00007039			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.9	HH0009	VBIHelHep90276_0009	Q7VK83	9016	9273	-	258	rpmA	LSU ribosomal protein L27p	FIG00000189	PLF_209_00000455	PGF_00016385	GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation		
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.10	HH0010	VBIHelHep90276_0010	Q7VK82	9290	9604	-	315	rplU	LSU ribosomal protein L21p	FIG00000276	PLF_209_00000413	PGF_00016365	GO:0003723|RNA binding;GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation		
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.11	HH0011	VBIHelHep90276_0011	Q7VK81	9758	10585	+	828		hypothetical protein	FIG00638284	PLF_209_00003584	PGF_01885752			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.12	HH0012	VBIHelHep90276_0012	Q7VK80	10571	11254	-	684		hypothetical protein	FIG00638284	PLF_209_00004342	PGF_00387598			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.13	HH0013	VBIHelHep90276_0013	Q7VK79	11379	13283	+	1905	gidA	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	FIG00000576	PLF_209_00000112	PGF_00413300			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.14	HH0014	VBIHelHep90276_0014	Q7VK78	13308	13934	+	627		hypothetical protein	FIG01388762	PLF_209_00003929	PGF_01885893			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.15	HH0015	VBIHelHep90276_0015	Q7VK77	13936	15108	+	1173	ygiC	Similarity with glutathionylspermidine synthase (EC 6.3.1.8), group 2	FIG00015099	PLF_209_00000198	PGF_00052773		6.3.1.8|Glutathionylspermidine synthase	00480|Glutathione metabolism
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.16	HH0016	VBIHelHep90276_0016	Q7VK76	15102	16670	-	1569		predicted secreted protein	FIG01721060	PLF_209_00010290	PGF_00403842			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.17	HH0017	VBIHelHep90276_0017	Q7VK75	16692	18134	-	1443		L-aspartate oxidase (EC 1.4.3.16)	FIG00000575	PLF_209_00003139	PGF_00016059	GO:0008734|L-aspartate oxidase activity	1.4.3.16|L-aspartate oxidase	00250|Alanine, aspartate and glutamate metabolism;00760|Nicotinate and nicotinamide metabolism
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.18		VBIHelHep90276_0018		18134	18352	-	219		hypothetical protein		PLF_209_00014187	PGF_01870584			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.19	HH0018	VBIHelHep90276_0019	Q7VK74	18317	18802	+	486		hypothetical protein	FIG00712424	PLF_209_00005385	PGF_01886575			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.20	HH0019	VBIHelHep90276_0020	Q7VK73	18792	20657	+	1866	uvrC	Excinuclease ABC subunit C	FIG00000185	PLF_209_00000217	PGF_00424971	GO:0003677|DNA binding;GO:0004518|nuclease activity;GO:0005622|intracellular;GO:0006281|DNA repair;GO:0006289|nucleotide-excision repair		
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.21	HH0020	VBIHelHep90276_0021	Q7VK72	20679	22151	+	1473		hypothetical protein	FIG00711271	PLF_209_00004254	PGF_01886038			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.22	HH0021	VBIHelHep90276_0022	Q7VK71	22148	23623	+	1476		Putative two-component sensor histidine kinase	FIG01297124	PLF_209_00002921	PGF_00045579	GO:0000155|two-component sensor activity;GO:0005524|ATP binding;GO:0007165|signal transduction;GO:0016020|membrane		
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.23	HH0022	VBIHelHep90276_0023	Q7VK70	23613	24287	+	675		two-component response regulator family protein	FIG00710271	PLF_209_00003396	PGF_01885671			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.24		VBIHelHep90276_0024		24284	24460	-	177		hypothetical protein		PLF_209_00014526	PGF_01870893			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.25	HH0023	VBIHelHep90276_0025	Q7VK69	24450	25742	+	1293	rho	Transcription termination factor Rho	FIG00000392	PLF_209_00000322	PGF_00057483	GO:0003715|transcription termination factor activity;GO:0003723|RNA binding;GO:0005524|ATP binding;GO:0006353|transcription termination;GO:0015986|ATP synthesis coupled proton transport;GO:0016469|proton-transporting two-sector ATPase complex		
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.26	HH0024	VBIHelHep90276_0026	Q7VK68	25751	26494	+	744	murI	Glutamate racemase (EC 5.1.1.3)	FIG00000397	PLF_209_00000312	PGF_00008106	GO:0008881|glutamate racemase activity	5.1.1.3|Glutamate racemase	00471|D-Glutamine and D-glutamate metabolism
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.27	HH0025	VBIHelHep90276_0027	Q7VK67	26504	28786	-	2283		hypothetical protein	FIG00712383	PLF_209_00004248	PGF_00171387			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.28	HH0026	VBIHelHep90276_0028	Q7VK66	28808	30766	-	1959	tktA	Transketolase (EC 2.2.1.1)	FIG00020289	PLF_209_00000155	PGF_00060396	GO:0004802|transketolase activity	2.2.1.1|Transketolase	00030|Pentose phosphate pathway;00710|Carbon fixation in photosynthetic organisms;01051|Biosynthesis of ansamycins
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.29	HH0027	VBIHelHep90276_0029	Q7VK65	30801	33206	-	2406	pheT	Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)	FIG00000116	PLF_209_00003819	PGF_00033094	GO:0004826|phenylalanine-tRNA ligase activity	6.1.1.20|Phenylalanine--tRNA ligase	00970|Aminoacyl-tRNA biosynthesis
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.30	HH0028	VBIHelHep90276_0030	Q7VK64	33206	34207	-	1002	pheS	Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)	FIG00000098	PLF_209_00000210	PGF_00033076	GO:0004826|phenylalanine-tRNA ligase activity	6.1.1.20|Phenylalanine--tRNA ligase	00970|Aminoacyl-tRNA biosynthesis
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.31	HH0029	VBIHelHep90276_0031	Q7VK63	34349	34690	+	342		HIT family protein	FIG00710615	PLF_209_00004637	PGF_00010625			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.32	HH0030	VBIHelHep90276_0032	Q7VK62	34714	35346	+	633	tehB	hypothetical protein	FIG00712377	PLF_209_00006643	PGF_00094135			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.33	HH0031	VBIHelHep90276_0033	Q7VK61	35346	36701	+	1356		putative membrane protein	FIG00710889	PLF_209_00004383	PGF_00409004			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.34	HH0033	VBIHelHep90276_0034	Q7VK59	37606	39801	-	2196	feoB	Ferrous iron transport protein B	FIG00014199	PLF_209_00003772	PGF_00004671	GO:0001882|nucleoside binding;GO:0005525|GTP binding;GO:0005622|intracellular;GO:0015093|ferrous iron transmembrane transporter activity;GO:0015684|ferrous iron transport;GO:0016021|integral to membrane		
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.35	HH0034	VBIHelHep90276_0035	Q7VK58	39885	41126	-	1242		predicted secreted protein	FIG01721060	PLF_209_00004373	PGF_01886110			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.36	HH0035	VBIHelHep90276_0036	Q7VK57	41136	41969	-	834	panC	Pantoate--beta-alanine ligase (EC 6.3.2.1)	FIG00000440	PLF_209_00007206	PGF_00029917	GO:0004592|pantoate-beta-alanine ligase activity	6.3.2.1|Pantoate--beta-alanine ligase	00410|beta-Alanine metabolism;00770|Pantothenate and CoA biosynthesis
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.37	HH0036	VBIHelHep90276_0037	Q7VK56	42006	42707	-	702	pyrF	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	FIG00000173	PLF_209_00012026	PGF_00027549	GO:0004590|orotidine-5'-phosphate decarboxylase activity	4.1.1.23|Orotidine-5'-phosphate decarboxylase	00240|Pyrimidine metabolism
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.38	HH0037	VBIHelHep90276_0038	Q7VK55	42708	43181	-	474	nusB	Transcription termination protein NusB	FIG00016836	PLF_209_00002927	PGF_00057487	GO:0003723|RNA binding		
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.39	HH0038	VBIHelHep90276_0039	Q7VK54	43192	43662	-	471	ribH	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)	FIG00000231	PLF_209_00000466	PGF_00426932		2.5.1.78|6,7-dimethyl-8-ribityllumazine synthase	00740|Riboflavin metabolism
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.40	HH0039	VBIHelHep90276_0040	Q7VK53	43692	44504	-	813	kdsA	2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)	FIG00000556	PLF_209_00000482	PGF_00039342		2.5.1.55|3-deoxy-8-phosphooctulonate synthase	00540|Lipopolysaccharide biosynthesis
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.41	HH0040	VBIHelHep90276_0041	Q7VK52	44515	45162	-	648	icfA	Carbonic anhydrase (EC 4.2.1.1)	FIG00023019	PLF_209_00003745	PGF_00416523	GO:0004089|carbonate dehydratase activity	4.2.1.1|Carbonate dehydratase	00910|Nitrogen metabolism
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.42	HH0041	VBIHelHep90276_0042	Q7VK51	45310	45990	+	681		DedA protein	FIG00002761	PLF_209_00006437	PGF_01887190			
235279.5	Helicobacter hepaticus ATCC 51449	NC_004917	PATRIC	CDS	fig|235279.5.peg.43	HH0042	VBIHelHep90276_0043	Q7VK50	46021	46497	-	477	yahD	ankyrin repeat family protein	FIG00627208	PLF_209_00008293	PGF_01888203			
